Url /tour/hotel-search/nearby-scenic/query
 Date 8
Hour 23 2
Date 13
Hour 0 3
Hour 1 4
Hour 2 4
Hour 3 2
Hour 4 1
Hour 5 1
Hour 6 6
Hour 7 1
Hour 8 4
Hour 9 4
Hour 10 3
Hour 11 5
Hour 12 2
Hour 13 6
Hour 14 1
Hour 15 5
Hour 16 1
Hour 17 2
Hour 18 5
Hour 19 7
Hour 20 6
Hour 21 3
Hour 22 5
Hour 23 6
Date 14
Hour 0 4
Hour 1 4
Hour 2 4
Hour 3 4
Hour 4 4
Hour 5 5
Hour 6 0
Hour 7 1
Hour 8 2
Hour 9 0
Hour 10 3
Hour 11 3
Hour 12 5
Hour 13 3
Hour 14 6
Hour 15 5
Hour 16 3
Hour 17 5
Hour 18 1
Hour 19 4
Hour 20 3
Hour 21 1
Hour 22 5
Hour 23 3
Date 15
Hour 0 3
Hour 1 6
Hour 2 2
Hour 3 5
Hour 4 3
Hour 5 6
Hour 6 4
Hour 7 6
Hour 8 5
Hour 9 4
Hour 10 5
Hour 11 6
Hour 12 3
Hour 13 3
Hour 14 3
Hour 15 2
Hour 16 6
Hour 17 2
Hour 18 4
Hour 19 6
Hour 20 2
Hour 21 3
Hour 22 4
Hour 23 4
Date 16
Hour 0 6
Hour 1 2
Hour 2 1
Hour 3 4
Hour 4 4
Hour 5 4
Hour 6 3
Hour 7 3
Hour 8 2
Hour 9 5
Hour 10 6
Hour 11 5
Hour 12 2
Hour 13 2
Hour 14 1
Hour 15 3
Hour 16 2
Hour 17 2
Hour 18 4
Hour 19 3
Hour 20 5
Hour 21 4
Hour 22 2
Hour 23 3
Date 17
Hour 0 4
Hour 1 3
Hour 2 4
Hour 3 4
Hour 4 2
Hour 5 3
Hour 6 5
Hour 7 3
Hour 8 2
Hour 9 5
Hour 10 3
Hour 11 6
Hour 12 4
Hour 13 2
Hour 14 1
Hour 15 1
Hour 16 6
Hour 17 4
Hour 18 6
Hour 19 2
Hour 20 1
Hour 21 6
Hour 22 1
Hour 23 4
Date 18
Hour 0 2
Hour 1 5
Hour 2 3
Hour 3 4
Hour 4 3
Hour 5 3
Hour 6 1
Hour 7 3
Hour 8 6
Hour 9 3
Hour 10 1
Hour 11 1
Hour 12 4
Hour 13 5
Hour 14 1
Hour 15 4
Hour 16 2
Hour 17 5
Hour 18 2
Hour 19 4
Hour 20 5
Hour 21 2
Hour 22 2
Hour 23 2
Date 19
Hour 0 2
Hour 1 8
Hour 2 2
Hour 3 2
Hour 4 4
Hour 5 5
Hour 6 5
Hour 7 5
Hour 8 5
Hour 9 1
Hour 10 4
Hour 11 7
Hour 12 6
Hour 13 2
Hour 14 2
Hour 15 3
Hour 16 3
Hour 17 1
Hour 18 4
Hour 19 4
Hour 20 4
Hour 21 3
Hour 22 4
Hour 23 6
Date 20
Hour 0 2
Hour 1 4
Hour 2 3
Hour 3 4
Hour 4 3
Hour 5 3
Hour 6 5
Hour 7 4
Hour 8 1
Hour 9 6
Hour 10 4
Hour 11 4
Hour 12 1
Hour 13 3
Hour 14 3
Hour 15 1
Hour 16 3
Hour 17 3
Hour 18 5
Hour 19 1
Hour 20 2
Hour 21 1
Hour 22 2
Hour 23 5
Date 21
Hour 0 2
Hour 1 1
Hour 2 4
Hour 3 2
Hour 4 3
Hour 5 4
Hour 6 4
Hour 7 2
Hour 8 2
Hour 9 1
Hour 10 3
Hour 11 5
Hour 12 3
Hour 13 3
Hour 14 1
Hour 15 1
Hour 16 3
Hour 17 2
Hour 18 3
Hour 19 4
Hour 20 3
Hour 21 4
Hour 22 5
Hour 23 2
Date 22
Hour 0 3
Hour 1 4
Hour 2 3
Hour 3 4
Hour 4 5
Hour 5 1
Hour 6 3
Hour 7 4
Hour 8 2
Hour 9 4
Hour 10 2
Hour 11 3
Hour 12 4
Hour 13 0
Hour 14 4
Hour 15 2
Hour 16 6
Hour 17 3
Hour 18 6
Hour 19 3
Hour 20 2
Hour 21 4
Hour 22 3
Hour 23 2
Url /tour/poi/query/queryScenicTypeList
 Date 8
Hour 0 1
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 1
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 1
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 1
Hour 16 0
Hour 17 1
Hour 18 4
Hour 19 0
Hour 20 1
Hour 21 1
Hour 22 1
Hour 23 0
Date 9
Hour 0 0
Hour 1 0
Hour 2 2
Hour 3 2
Hour 4 0
Hour 5 0
Hour 6 1
Hour 7 1
Hour 8 0
Hour 9 0
Hour 10 1
Hour 11 3
Hour 12 0
Hour 13 1
Hour 14 1
Hour 15 0
Hour 16 1
Hour 17 2
Hour 18 1
Hour 19 1
Hour 20 2
Hour 21 2
Hour 22 1
Hour 23 0
Date 10
Hour 0 2
Hour 1 1
Hour 2 2
Hour 3 1
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 1
Hour 8 1
Hour 9 2
Hour 10 1
Hour 11 0
Hour 12 2
Hour 13 1
Hour 14 3
Hour 15 2
Hour 16 0
Hour 17 2
Hour 18 1
Hour 19 2
Hour 20 0
Hour 21 2
Hour 22 0
Hour 23 0
Date 11
Hour 0 2
Hour 1 0
Hour 2 1
Hour 3 2
Hour 4 3
Hour 5 0
Hour 6 1
Hour 7 0
Hour 8 1
Hour 9 0
Hour 10 1
Hour 11 0
Hour 12 1
Hour 13 1
Hour 14 1
Hour 15 1
Hour 16 2
Hour 17 1
Hour 18 0
Hour 19 3
Hour 20 1
Hour 21 1
Hour 22 1
Hour 23 0
Date 12
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 1
Hour 6 0
Hour 7 1
Hour 8 0
Hour 9 1
Hour 10 0
Hour 11 2
Hour 12 0
Hour 13 1
Hour 14 2
Hour 15 0
Hour 16 2
Hour 17 2
Hour 18 3
Hour 19 1
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 1
Date 13
Hour 0 0
Hour 1 2
Hour 2 1
Hour 3 0
Hour 4 2
Hour 5 2
Hour 6 1
Hour 7 1
Hour 8 1
Hour 9 1
Hour 10 1
Hour 11 2
Hour 12 1
Hour 13 0
Hour 14 0
Hour 15 3
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 1
Hour 20 0
Hour 21 1
Hour 22 2
Hour 23 2
Date 14
Hour 0 1
Hour 1 0
Hour 2 1
Hour 3 0
Hour 4 1
Hour 5 0
Hour 6 2
Hour 7 2
Hour 8 0
Hour 9 0
Hour 10 1
Hour 11 1
Hour 12 2
Hour 13 1
Hour 14 1
Hour 15 0
Hour 16 1
Hour 17 0
Hour 18 0
Hour 19 1
Hour 20 1
Hour 21 0
Hour 22 2
Hour 23 2
Date 15
Hour 0 3
Hour 1 1
Hour 2 1
Hour 3 1
Hour 4 0
Hour 5 0
Hour 6 1
Hour 7 1
Hour 8 1
Hour 9 2
Hour 10 1
Hour 11 2
Hour 12 1
Hour 13 1
Hour 14 0
Hour 15 2
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 1
Hour 21 0
Hour 22 1
Hour 23 1
Date 16
Hour 0 0
Hour 1 1
Hour 2 1
Hour 3 0
Hour 4 2
Hour 5 1
Hour 6 1
Hour 7 1
Hour 8 0
Hour 9 0
Hour 10 2
Hour 11 0
Hour 12 1
Hour 13 1
Hour 14 1
Hour 15 2
Hour 16 1
Hour 17 0
Hour 18 1
Hour 19 3
Hour 20 0
Hour 21 0
Hour 22 3
Hour 23 1
Date 17
Hour 0 1
Hour 1 0
Hour 2 2
Hour 3 0
Hour 4 1
Hour 5 1
Hour 6 1
Hour 7 0
Hour 8 1
Hour 9 0
Hour 10 0
Hour 11 1
Hour 12 1
Hour 13 0
Hour 14 2
Hour 15 0
Hour 16 2
Hour 17 0
Hour 18 0
Hour 19 1
Hour 20 3
Hour 21 1
Hour 22 3
Hour 23 1
Date 18
Hour 0 1
Hour 1 0
Hour 2 3
Hour 3 0
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 2
Hour 8 1
Hour 9 3
Hour 10 0
Hour 11 3
Hour 12 0
Hour 13 1
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 1
Hour 18 0
Hour 19 3
Hour 20 1
Hour 21 1
Hour 22 2
Hour 23 2
Date 19
Hour 0 1
Hour 1 1
Hour 2 2
Hour 3 0
Hour 4 0
Hour 5 1
Hour 6 0
Hour 7 1
Hour 8 0
Hour 9 1
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 2
Hour 14 0
Hour 15 1
Hour 16 3
Hour 17 1
Hour 18 0
Hour 19 3
Hour 20 1
Hour 21 1
Hour 22 1
Hour 23 0
Date 20
Hour 0 2
Hour 1 1
Hour 2 1
Hour 3 1
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 1
Hour 8 2
Hour 9 1
Hour 10 0
Hour 11 1
Hour 12 1
Hour 13 1
Hour 14 1
Hour 15 1
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 1
Hour 20 1
Hour 21 1
Hour 22 1
Hour 23 1
Date 21
Hour 0 1
Hour 1 2
Hour 2 0
Hour 3 1
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 1
Hour 8 1
Hour 9 1
Hour 10 0
Hour 11 1
Hour 12 2
Hour 13 3
Hour 14 1
Hour 15 3
Hour 16 1
Hour 17 2
Hour 18 0
Hour 19 3
Hour 20 1
Hour 21 2
Hour 22 1
Hour 23 1
Date 22
Hour 0 0
Hour 1 2
Hour 2 1
Hour 3 1
Hour 4 2
Hour 5 1
Hour 6 1
Hour 7 0
Hour 8 2
Hour 9 1
Hour 10 3
Hour 11 1
Hour 12 1
Hour 13 2
Hour 14 1
Hour 15 2
Hour 16 0
Hour 17 1
Hour 18 1
Hour 19 1
Hour 20 0
Hour 21 2
Hour 22 0
Hour 23 1
Url /tour/product/query
 Date 8
Hour 0 83406
Hour 1 236723
Hour 2 168223
Hour 3 97648
Hour 4 92417
Hour 5 101479
Hour 6 155781
Hour 7 167148
Hour 8 157064
Hour 9 115027
Hour 10 152391
Hour 11 125590
Hour 12 119823
Hour 13 136139
Hour 14 143725
Hour 15 132025
Hour 16 151380
Hour 17 181753
Hour 18 115680
Hour 19 96381
Hour 20 117660
Hour 21 91013
Hour 22 105220
Hour 23 84965
Date 9
Hour 0 137815
Hour 1 132473
Hour 2 75367
Hour 3 65596
Hour 4 58752
Hour 5 61244
Hour 6 64971
Hour 7 69327
Hour 8 102640
Hour 9 129638
Hour 10 123723
Hour 11 138848
Hour 12 231821
Hour 13 207969
Hour 14 169215
Hour 15 191745
Hour 16 159936
Hour 17 165704
Hour 18 179509
Hour 19 122012
Hour 20 105142
Hour 21 121443
Hour 22 97463
Hour 23 131586
Date 10
Hour 0 99257
Hour 1 85165
Hour 2 121942
Hour 3 140381
Hour 4 59949
Hour 5 73138
Hour 6 76411
Hour 7 66623
Hour 8 68377
Hour 9 67122
Hour 10 70478
Hour 11 67053
Hour 12 72401
Hour 13 82508
Hour 14 72023
Hour 15 74125
Hour 16 65262
Hour 17 85625
Hour 18 84654
Hour 19 72838
Hour 20 93339
Hour 21 155823
Hour 22 183343
Hour 23 88484
Date 11
Hour 0 169452
Hour 1 95254
Hour 2 83409
Hour 3 63053
Hour 4 57611
Hour 5 65103
Hour 6 96860
Hour 7 71697
Hour 8 82887
Hour 9 118624
Hour 10 157906
Hour 11 130508
Hour 12 79875
Hour 13 79779
Hour 14 94831
Hour 15 80370
Hour 16 62559
Hour 17 68410
Hour 18 70502
Hour 19 74832
Hour 20 85799
Hour 21 108551
Hour 22 93746
Hour 23 81510
Date 12
Hour 0 72460
Hour 1 80798
Hour 2 101528
Hour 3 94399
Hour 4 84858
Hour 5 86731
Hour 6 124703
Hour 7 98961
Hour 8 138927
Hour 9 77698
Hour 10 86571
Hour 11 89577
Hour 12 71627
Hour 13 66807
Hour 14 74952
Hour 15 68367
Hour 16 71253
Hour 17 65461
Hour 18 78910
Hour 19 76857
Hour 20 121024
Hour 21 188369
Hour 22 120337
Hour 23 91313
Date 13
Hour 0 89837
Hour 1 58985
Hour 2 67081
Hour 3 64568
Hour 4 63493
Hour 5 67360
Hour 6 71258
Hour 7 67719
Hour 8 70115
Hour 9 94753
Hour 10 109503
Hour 11 64994
Hour 12 58729
Hour 13 66178
Hour 14 94629
Hour 15 79266
Hour 16 56852
Hour 17 60861
Hour 18 64186
Hour 19 73123
Hour 20 90930
Hour 21 142277
Hour 22 99562
Hour 23 71021
Date 14
Hour 0 178168
Hour 1 144151
Hour 2 67678
Hour 3 70346
Hour 4 59193
Hour 5 51360
Hour 6 55536
Hour 7 78278
Hour 8 76648
Hour 9 100342
Hour 10 86768
Hour 11 83563
Hour 12 78171
Hour 13 109451
Hour 14 124683
Hour 15 143730
Hour 16 64246
Hour 17 71627
Hour 18 58306
Hour 19 53576
Hour 20 66387
Hour 21 1638
Hour 22 1589
Hour 23 1398
Date 15
Hour 0 2519
Hour 1 1236
Hour 2 7313
Hour 3 977
Hour 4 857
Hour 5 793
Hour 6 983
Hour 7 1138
Hour 8 1426
Hour 9 1788
Hour 10 2454
Hour 11 4066
Hour 12 1690
Hour 13 1740
Hour 14 754
Hour 15 1390
Hour 16 1675
Hour 17 1385
Hour 18 1591
Hour 19 2217
Hour 20 1626
Hour 21 1497
Hour 22 1542
Hour 23 1235
Date 16
Hour 0 1088
Hour 1 980
Hour 2 7481
Hour 3 829
Hour 4 876
Hour 5 858
Hour 6 1013
Hour 7 988
Hour 8 1182
Hour 9 1607
Hour 10 1661
Hour 11 1719
Hour 12 1420
Hour 13 1501
Hour 14 1737
Hour 15 1552
Hour 16 3131
Hour 17 1430
Hour 18 1754
Hour 19 1222
Hour 20 1405
Hour 21 1558
Hour 22 1566
Hour 23 1434
Date 17
Hour 0 1057
Hour 1 1077
Hour 2 7622
Hour 3 1097
Hour 4 882
Hour 5 931
Hour 6 1089
Hour 7 988
Hour 8 1102
Hour 9 1370
Hour 10 1524
Hour 11 1639
Hour 12 1891
Hour 13 1762
Hour 14 1436
Hour 15 1748
Hour 16 1675
Hour 17 1415
Hour 18 1594
Hour 19 1776
Hour 20 1752
Hour 21 1549
Hour 22 1514
Hour 23 1290
Date 18
Hour 0 1155
Hour 1 1124
Hour 2 7336
Hour 3 965
Hour 4 1007
Hour 5 1003
Hour 6 1160
Hour 7 1301
Hour 8 1528
Hour 9 1582
Hour 10 1619
Hour 11 1956
Hour 12 1659
Hour 13 1886
Hour 14 1524
Hour 15 1450
Hour 16 1565
Hour 17 1435
Hour 18 1312
Hour 19 1316
Hour 20 1349
Hour 21 1420
Hour 22 1514
Hour 23 1307
Date 19
Hour 0 1073
Hour 1 1112
Hour 2 7636
Hour 3 1144
Hour 4 1031
Hour 5 1026
Hour 6 1161
Hour 7 1058
Hour 8 1320
Hour 9 1460
Hour 10 1323
Hour 11 1417
Hour 12 1220
Hour 13 1275
Hour 14 1363
Hour 15 1269
Hour 16 1298
Hour 17 1291
Hour 18 1423
Hour 19 1253
Hour 20 1335
Hour 21 1639
Hour 22 1469
Hour 23 1378
Date 20
Hour 0 1167
Hour 1 1252
Hour 2 7520
Hour 3 959
Hour 4 888
Hour 5 957
Hour 6 958
Hour 7 998
Hour 8 1046
Hour 9 1186
Hour 10 1250
Hour 11 1550
Hour 12 1258
Hour 13 1298
Hour 14 1302
Hour 15 1441
Hour 16 1384
Hour 17 1385
Hour 18 1343
Hour 19 1380
Hour 20 1355
Hour 21 1372
Hour 22 1560
Hour 23 1530
Date 21
Hour 0 1261
Hour 1 1309
Hour 2 7632
Hour 3 1229
Hour 4 1059
Hour 5 1130
Hour 6 1066
Hour 7 1034
Hour 8 1295
Hour 9 1609
Hour 10 1527
Hour 11 1865
Hour 12 1342
Hour 13 1543
Hour 14 1349
Hour 15 1534
Hour 16 1431
Hour 17 1457
Hour 18 1282
Hour 19 1268
Hour 20 1144
Hour 21 1184
Hour 22 1075
Hour 23 1037
Date 22
Hour 0 789
Hour 1 958
Hour 2 7040
Hour 3 777
Hour 4 829
Hour 5 820
Hour 6 775
Hour 7 721
Hour 8 993
Hour 9 1266
Hour 10 1268
Hour 11 1435
Hour 12 1269
Hour 13 1341
Hour 14 1348
Hour 15 1462
Hour 16 1413
Hour 17 1281
Hour 18 999
Hour 19 1074
Hour 20 1151
Hour 21 1221
Hour 22 1119
Hour 23 1353
Url /tour/phoenix/product/query
 Date 8
Hour 0 7969
Hour 1 17549
Hour 2 6458
Hour 3 471
Hour 4 1959
Hour 5 8945
Hour 6 2364
Hour 7 2855
Hour 8 5128
Hour 9 11153
Hour 10 13085
Hour 11 12535
Hour 12 12580
Hour 13 17977
Hour 14 19229
Hour 15 13225
Hour 16 12932
Hour 17 10642
Hour 18 6955
Hour 19 6772
Hour 20 7011
Hour 21 7261
Hour 22 6862
Hour 23 4747
Date 9
Hour 0 6872
Hour 1 9854
Hour 2 8027
Hour 3 562
Hour 4 1867
Hour 5 7034
Hour 6 8253
Hour 7 4199
Hour 8 5044
Hour 9 10629
Hour 10 12874
Hour 11 12358
Hour 12 13245
Hour 13 17554
Hour 14 19122
Hour 15 13843
Hour 16 13143
Hour 17 11347
Hour 18 7124
Hour 19 6808
Hour 20 7185
Hour 21 7353
Hour 22 6634
Hour 23 7496
Date 10
Hour 0 5913
Hour 1 14733
Hour 2 4714
Hour 3 1665
Hour 4 2692
Hour 5 8642
Hour 6 2487
Hour 7 2915
Hour 8 5617
Hour 9 11174
Hour 10 12705
Hour 11 12399
Hour 12 13137
Hour 13 18989
Hour 14 18056
Hour 15 12803
Hour 16 12683
Hour 17 9473
Hour 18 6206
Hour 19 6450
Hour 20 7067
Hour 21 7237
Hour 22 7043
Hour 23 4689
Date 11
Hour 0 6377
Hour 1 12971
Hour 2 5733
Hour 3 899
Hour 4 2200
Hour 5 6688
Hour 6 6617
Hour 7 3936
Hour 8 6158
Hour 9 11341
Hour 10 12837
Hour 11 12449
Hour 12 12779
Hour 13 18240
Hour 14 17377
Hour 15 12635
Hour 16 12716
Hour 17 10176
Hour 18 6685
Hour 19 6586
Hour 20 6405
Hour 21 6714
Hour 22 6386
Hour 23 4907
Date 12
Hour 0 5863
Hour 1 12138
Hour 2 5883
Hour 3 525
Hour 4 674
Hour 5 8244
Hour 6 4314
Hour 7 2819
Hour 8 4417
Hour 9 7519
Hour 10 8252
Hour 11 7778
Hour 12 10660
Hour 13 17227
Hour 14 10227
Hour 15 7545
Hour 16 7905
Hour 17 7163
Hour 18 5254
Hour 19 4988
Hour 20 5778
Hour 21 6463
Hour 22 6170
Hour 23 4895
Date 13
Hour 0 6369
Hour 1 14322
Hour 2 4590
Hour 3 960
Hour 4 1023
Hour 5 8316
Hour 6 3883
Hour 7 4054
Hour 8 4396
Hour 9 6543
Hour 10 7410
Hour 11 7251
Hour 12 10306
Hour 13 15732
Hour 14 9685
Hour 15 7108
Hour 16 6713
Hour 17 6889
Hour 18 5340
Hour 19 5733
Hour 20 6202
Hour 21 6706
Hour 22 6173
Hour 23 4509
Date 14
Hour 0 6351
Hour 1 14789
Hour 2 3944
Hour 3 1007
Hour 4 2259
Hour 5 5976
Hour 6 8911
Hour 7 4096
Hour 8 5413
Hour 9 10769
Hour 10 13004
Hour 11 13333
Hour 12 13688
Hour 13 18155
Hour 14 19360
Hour 15 13654
Hour 16 13619
Hour 17 10845
Hour 18 7374
Hour 19 7084
Hour 20 7342
Hour 21 8264
Hour 22 7392
Hour 23 4929
Date 15
Hour 0 11565
Hour 1 11735
Hour 2 6693
Hour 3 1071
Hour 4 2410
Hour 5 2220
Hour 6 6027
Hour 7 7689
Hour 8 5562
Hour 9 11525
Hour 10 13805
Hour 11 13491
Hour 12 13467
Hour 13 18415
Hour 14 5680
Hour 15 17393
Hour 16 15197
Hour 17 12183
Hour 18 7068
Hour 19 7142
Hour 20 7406
Hour 21 7433
Hour 22 7219
Hour 23 5152
Date 16
Hour 0 7197
Hour 1 10838
Hour 2 7408
Hour 3 444
Hour 4 1750
Hour 5 8098
Hour 6 2441
Hour 7 2962
Hour 8 5299
Hour 9 11532
Hour 10 13827
Hour 11 13645
Hour 12 14010
Hour 13 19781
Hour 14 17127
Hour 15 13709
Hour 16 13579
Hour 17 10529
Hour 18 7364
Hour 19 7698
Hour 20 7665
Hour 21 8068
Hour 22 7305
Hour 23 5306
Date 17
Hour 0 6669
Hour 1 15963
Hour 2 5643
Hour 3 2982
Hour 4 1898
Hour 5 7739
Hour 6 6521
Hour 7 4509
Hour 8 5912
Hour 9 11592
Hour 10 13747
Hour 11 13007
Hour 12 13843
Hour 13 19361
Hour 14 16059
Hour 15 12922
Hour 16 12473
Hour 17 10420
Hour 18 8209
Hour 19 7227
Hour 20 7600
Hour 21 8094
Hour 22 7623
Hour 23 5709
Date 18
Hour 0 7575
Hour 1 11053
Hour 2 7574
Hour 3 1526
Hour 4 2814
Hour 5 8511
Hour 6 2368
Hour 7 2963
Hour 8 5202
Hour 9 11045
Hour 10 13056
Hour 11 13030
Hour 12 12789
Hour 13 18599
Hour 14 17488
Hour 15 12804
Hour 16 12195
Hour 17 10363
Hour 18 6580
Hour 19 6148
Hour 20 6676
Hour 21 6792
Hour 22 6648
Hour 23 5150
Date 19
Hour 0 6244
Hour 1 13845
Hour 2 4561
Hour 3 604
Hour 4 447
Hour 5 6485
Hour 6 5460
Hour 7 2653
Hour 8 4279
Hour 9 7750
Hour 10 8386
Hour 11 8211
Hour 12 10985
Hour 13 17141
Hour 14 10753
Hour 15 8126
Hour 16 8040
Hour 17 7551
Hour 18 5867
Hour 19 5451
Hour 20 6343
Hour 21 6953
Hour 22 6581
Hour 23 5229
Date 20
Hour 0 6485
Hour 1 14318
Hour 2 4135
Hour 3 581
Hour 4 614
Hour 5 8870
Hour 6 6421
Hour 7 3089
Hour 8 4286
Hour 9 7065
Hour 10 7992
Hour 11 7647
Hour 12 10992
Hour 13 17019
Hour 14 9102
Hour 15 7589
Hour 16 7856
Hour 17 7316
Hour 18 5917
Hour 19 5758
Hour 20 6578
Hour 21 6955
Hour 22 6587
Hour 23 4882
Date 21
Hour 0 6389
Hour 1 14512
Hour 2 2826
Hour 3 466
Hour 4 1733
Hour 5 8029
Hour 6 4996
Hour 7 2809
Hour 8 5190
Hour 9 11520
Hour 10 14391
Hour 11 13547
Hour 12 14085
Hour 13 20473
Hour 14 17218
Hour 15 14749
Hour 16 14238
Hour 17 11665
Hour 18 7564
Hour 19 7461
Hour 20 8457
Hour 21 8787
Hour 22 8311
Hour 23 5419
Date 22
Hour 0 6447
Hour 1 14256
Hour 2 3420
Hour 3 1120
Hour 4 2287
Hour 5 6896
Hour 6 5524
Hour 7 3647
Hour 8 5801
Hour 9 11951
Hour 10 14082
Hour 11 13711
Hour 12 13582
Hour 13 20964
Hour 14 15970
Hour 15 14329
Hour 16 14352
Hour 17 11464
Hour 18 7454
Hour 19 7547
Hour 20 8439
Hour 21 8756
Hour 22 7683
Hour 23 5621
Url /tour/category/query
 Date 8
Hour 0 86477
Hour 1 112344
Hour 2 321800
Hour 3 560092
Hour 4 581731
Hour 5 222023
Hour 6 94921
Hour 7 94037
Hour 8 132782
Hour 9 161441
Hour 10 198119
Hour 11 176513
Hour 12 148793
Hour 13 165764
Hour 14 173026
Hour 15 191351
Hour 16 209305
Hour 17 185217
Hour 18 133902
Hour 19 147664
Hour 20 171643
Hour 21 187241
Hour 22 210627
Hour 23 148141
Date 9
Hour 0 101229
Hour 1 116706
Hour 2 325354
Hour 3 547025
Hour 4 566191
Hour 5 466737
Hour 6 93277
Hour 7 91072
Hour 8 115611
Hour 9 158928
Hour 10 192080
Hour 11 181221
Hour 12 174874
Hour 13 226096
Hour 14 169695
Hour 15 197667
Hour 16 202085
Hour 17 168824
Hour 18 138622
Hour 19 150322
Hour 20 164152
Hour 21 188159
Hour 22 213355
Hour 23 232146
Date 10
Hour 0 98921
Hour 1 104664
Hour 2 331038
Hour 3 579332
Hour 4 586732
Hour 5 471296
Hour 6 94498
Hour 7 99050
Hour 8 122242
Hour 9 148910
Hour 10 182627
Hour 11 172531
Hour 12 135418
Hour 13 150356
Hour 14 160416
Hour 15 181971
Hour 16 193988
Hour 17 156071
Hour 18 163242
Hour 19 170457
Hour 20 181195
Hour 21 162921
Hour 22 176554
Hour 23 151020
Date 11
Hour 0 100165
Hour 1 128456
Hour 2 319311
Hour 3 547865
Hour 4 553813
Hour 5 573752
Hour 6 162202
Hour 7 100448
Hour 8 125927
Hour 9 154291
Hour 10 190390
Hour 11 181903
Hour 12 183720
Hour 13 236339
Hour 14 168736
Hour 15 185683
Hour 16 177770
Hour 17 146512
Hour 18 174010
Hour 19 178881
Hour 20 185419
Hour 21 151435
Hour 22 172775
Hour 23 152531
Date 12
Hour 0 97003
Hour 1 124783
Hour 2 342009
Hour 3 542528
Hour 4 554459
Hour 5 518597
Hour 6 109138
Hour 7 120381
Hour 8 146130
Hour 9 134739
Hour 10 154205
Hour 11 158588
Hour 12 149656
Hour 13 144242
Hour 14 136749
Hour 15 147038
Hour 16 157328
Hour 17 147766
Hour 18 172803
Hour 19 164374
Hour 20 177273
Hour 21 152698
Hour 22 175182
Hour 23 162287
Date 13
Hour 0 111261
Hour 1 122879
Hour 2 310145
Hour 3 531207
Hour 4 539154
Hour 5 489016
Hour 6 93500
Hour 7 94801
Hour 8 104746
Hour 9 122393
Hour 10 138480
Hour 11 135481
Hour 12 136203
Hour 13 146684
Hour 14 133630
Hour 15 146545
Hour 16 161875
Hour 17 147999
Hour 18 184593
Hour 19 190912
Hour 20 200498
Hour 21 162924
Hour 22 175713
Hour 23 160727
Date 14
Hour 0 116375
Hour 1 132439
Hour 2 319165
Hour 3 558240
Hour 4 557849
Hour 5 482202
Hour 6 103957
Hour 7 114515
Hour 8 123333
Hour 9 158061
Hour 10 202914
Hour 11 202233
Hour 12 206683
Hour 13 204728
Hour 14 201127
Hour 15 203739
Hour 16 216356
Hour 17 180766
Hour 18 188119
Hour 19 193153
Hour 20 212500
Hour 21 193281
Hour 22 199776
Hour 23 175783
Date 15
Hour 0 264269
Hour 1 135244
Hour 2 333042
Hour 3 549218
Hour 4 532994
Hour 5 321057
Hour 6 80196
Hour 7 117742
Hour 8 144424
Hour 9 175516
Hour 10 201749
Hour 11 202776
Hour 12 187435
Hour 13 195271
Hour 14 69398
Hour 15 140877
Hour 16 234161
Hour 17 195051
Hour 18 212909
Hour 19 228311
Hour 20 225201
Hour 21 184615
Hour 22 214699
Hour 23 177626
Date 16
Hour 0 129565
Hour 1 153854
Hour 2 343515
Hour 3 562437
Hour 4 574352
Hour 5 463947
Hour 6 107206
Hour 7 99741
Hour 8 126727
Hour 9 159333
Hour 10 189848
Hour 11 190061
Hour 12 209056
Hour 13 234484
Hour 14 231815
Hour 15 203288
Hour 16 219582
Hour 17 200752
Hour 18 174261
Hour 19 175765
Hour 20 222027
Hour 21 221427
Hour 22 237168
Hour 23 182842
Date 17
Hour 0 128006
Hour 1 147581
Hour 2 331120
Hour 3 550273
Hour 4 560358
Hour 5 518677
Hour 6 117155
Hour 7 120756
Hour 8 147339
Hour 9 172032
Hour 10 201538
Hour 11 198412
Hour 12 176995
Hour 13 185597
Hour 14 196927
Hour 15 197137
Hour 16 195819
Hour 17 183625
Hour 18 213980
Hour 19 197396
Hour 20 202351
Hour 21 192762
Hour 22 193143
Hour 23 152238
Date 18
Hour 0 100719
Hour 1 113529
Hour 2 342964
Hour 3 579934
Hour 4 581668
Hour 5 487709
Hour 6 127843
Hour 7 131819
Hour 8 148900
Hour 9 163519
Hour 10 179617
Hour 11 166890
Hour 12 177420
Hour 13 201660
Hour 14 190765
Hour 15 185016
Hour 16 189003
Hour 17 163318
Hour 18 188960
